"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"09.02.2016 08:00 - 09.02.2016 08:30","44113","48637"
"09.02.2016 08:30 - 09.02.2016 09:00","44642","48864"
"09.02.2016 09:00 - 09.02.2016 09:30","45299","49764"
"09.02.2016 09:30 - 09.02.2016 10:00","45529","50006"
"09.02.2016 10:00 - 09.02.2016 10:30","45658","49896"
"09.02.2016 10:30 - 09.02.2016 11:00","45697","49701"
"09.02.2016 11:00 - 09.02.2016 11:30","45805","49319"
"09.02.2016 11:30 - 09.02.2016 12:00","46054","49136"
"09.02.2016 12:00 - 09.02.2016 12:30","46017","49148"
"09.02.2016 12:30 - 09.02.2016 13:00","45915","48831"
"09.02.2016 13:00 - 09.02.2016 13:30","45723","48148"
"09.02.2016 13:30 - 09.02.2016 14:00","45623","47696"
"09.02.2016 14:00 - 09.02.2016 14:30","45427","47636"
"09.02.2016 14:30 - 09.02.2016 15:00","45229","47521"
"09.02.2016 15:00 - 09.02.2016 15:30","45715","47596"
"09.02.2016 15:30 - 09.02.2016 16:00","46971","48439"
"09.02.2016 16:00 - 09.02.2016 16:30","48351","49570"
"09.02.2016 16:30 - 09.02.2016 17:00","49857","50764"
"09.02.2016 17:00 - 09.02.2016 17:30","51778","52522"
"09.02.2016 17:30 - 09.02.2016 18:00","52417","53602"
"09.02.2016 18:00 - 09.02.2016 18:30","51697","53536"
"09.02.2016 18:30 - 09.02.2016 19:00","50987","53506"
"09.02.2016 19:00 - 09.02.2016 19:30","49778","52585"
"09.02.2016 19:30 - 09.02.2016 20:00","48216","51648"
"09.02.2016 20:00 - 09.02.2016 20:30","46429","50355"
"09.02.2016 20:30 - 09.02.2016 21:00","44431","48647"
"09.02.2016 21:00 - 09.02.2016 21:30","42143","46568"
"09.02.2016 21:30 - 09.02.2016 22:00","39785","44197"
"09.02.2016 22:00 - 09.02.2016 22:30","37583","42313"
"09.02.2016 22:30 - 09.02.2016 23:00","35167","40035"
"09.02.2016 23:00 - 09.02.2016 23:30","33125","40035"
"09.02.2016 23:30 - 10.02.2016 00:00","32346","35785"
"10.02.2016 00:00 - 10.02.2016 00:30","32690","35672"
"10.02.2016 00:30 - 10.02.2016 01:00","32925","35890"
"10.02.2016 01:00 - 10.02.2016 01:30","32564","35308"
"10.02.2016 01:30 - 10.02.2016 02:00","31991","34250"
"10.02.2016 02:00 - 10.02.2016 02:30","31853","33229"
"10.02.2016 02:30 - 10.02.2016 03:00","31551","33234"
"10.02.2016 03:00 - 10.02.2016 03:30","30703","32380"
"10.02.2016 03:30 - 10.02.2016 04:00","30078","30039"
"10.02.2016 04:00 - 10.02.2016 04:30","29654","30976"
"10.02.2016 04:30 - 10.02.2016 05:00","29748","31185"
"10.02.2016 05:00 - 10.02.2016 05:30","30554","32672"
"10.02.2016 05:30 - 10.02.2016 06:00","32780","34288"
"10.02.2016 06:00 - 10.02.2016 06:30","36068","39171"
"10.02.2016 06:30 - 10.02.2016 07:00","39827","42543"
"10.02.2016 07:00 - 10.02.2016 07:30","42830","46627"
"10.02.2016 07:30 - 10.02.2016 08:00","43969","47908"
"10.02.2016 08:00 - 10.02.2016 08:30","44491","48662"
"10.02.2016 08:30 - 10.02.2016 09:00","44909","48785"
"10.02.2016 09:00 - 10.02.2016 09:30","45495","48957"
"10.02.2016 09:30 - 10.02.2016 10:00","45564","49512"
"10.02.2016 10:00 - 10.02.2016 10:30","45609","49079"
"10.02.2016 10:30 - 10.02.2016 11:00","45735","48752"
"10.02.2016 11:00 - 10.02.2016 11:30","45779","49019"
"10.02.2016 11:30 - 10.02.2016 12:00","45958","49208"
"10.02.2016 12:00 - 10.02.2016 12:30","45800","49359"
"10.02.2016 12:30 - 10.02.2016 13:00","45595","49201"
"10.02.2016 13:00 - 10.02.2016 13:30","45310","48597"
"10.02.2016 13:30 - 10.02.2016 14:00","45137","48180"
"10.02.2016 14:00 - 10.02.2016 14:30","44907","47993"
"10.02.2016 14:30 - 10.02.2016 15:00","44555","47563"
"10.02.2016 15:00 - 10.02.2016 15:30","45023","47432"
"10.02.2016 15:30 - 10.02.2016 16:00","46464","48114"
"10.02.2016 16:00 - 10.02.2016 16:30","48266","49088"
"10.02.2016 16:30 - 10.02.2016 17:00","50361","50367"
"10.02.2016 17:00 - 10.02.2016 17:30","52081","51839"
"10.02.2016 17:30 - 10.02.2016 18:00","52361","53123"
"10.02.2016 18:00 - 10.02.2016 18:30","51744","53294"
"10.02.2016 18:30 - 10.02.2016 19:00","50808","52914"
"10.02.2016 19:00 - 10.02.2016 19:30","49556","52743"
"10.02.2016 19:30 - 10.02.2016 20:00","48160","51444"
"10.02.2016 20:00 - 10.02.2016 20:30","46508","49786"
"10.02.2016 20:30 - 10.02.2016 21:00","44615","48058"
"10.02.2016 21:00 - 10.02.2016 21:30","42432","45998"
"10.02.2016 21:30 - 10.02.2016 22:00","40134","43813"
"10.02.2016 22:00 - 10.02.2016 22:30","38030","41538"
"10.02.2016 22:30 - 10.02.2016 23:00","35808","39731"
"10.02.2016 23:00 - 10.02.2016 23:30","33851","36750"
"10.02.2016 23:30 - 11.02.2016 00:00","33012","35346"
"11.02.2016 00:00 - 11.02.2016 00:30","33356","35296"
"11.02.2016 00:30 - 11.02.2016 01:00","33631","35445"
"11.02.2016 01:00 - 11.02.2016 01:30","33241","35120"
"11.02.2016 01:30 - 11.02.2016 02:00","32686","34056"
"11.02.2016 02:00 - 11.02.2016 02:30","32548","33498"
"11.02.2016 02:30 - 11.02.2016 03:00","32285","33604"
"11.02.2016 03:00 - 11.02.2016 03:30","31568","33163"
"11.02.2016 03:30 - 11.02.2016 04:00","30914","32491"
"11.02.2016 04:00 - 11.02.2016 04:30","30528","32069"
"11.02.2016 04:30 - 11.02.2016 05:00","30723","32331"
"11.02.2016 05:00 - 11.02.2016 05:30","31553","33232"
"11.02.2016 05:30 - 11.02.2016 06:00","33805","34850"
"11.02.2016 06:00 - 11.02.2016 06:30","37189","39335"
"11.02.2016 06:30 - 11.02.2016 07:00","41145","43490"
"11.02.2016 07:00 - 11.02.2016 07:30","44035","46979"
"11.02.2016 07:30 - 11.02.2016 08:00","44984","47951"
"11.02.2016 08:00 - 11.02.2016 08:30","45658","48928"
"11.02.2016 08:30 - 11.02.2016 09:00","46132","49078"
"11.02.2016 09:00 - 11.02.2016 09:30","46648","49836"
"11.02.2016 09:30 - 11.02.2016 10:00","46673","49473"
"11.02.2016 10:00 - 11.02.2016 10:30","46723","49130"
"11.02.2016 10:30 - 11.02.2016 11:00","46748","48878"
"11.02.2016 11:00 - 11.02.2016 11:30","46679","48589"
"11.02.2016 11:30 - 11.02.2016 12:00","46922","48370"
"11.02.2016 12:00 - 11.02.2016 12:30","46761","48260"
"11.02.2016 12:30 - 11.02.2016 13:00","46396","47851"
"11.02.2016 13:00 - 11.02.2016 13:30","46019","47600"
"11.02.2016 13:30 - 11.02.2016 14:00","45840","47621"
"11.02.2016 14:00 - 11.02.2016 14:30","45594","47342"
"11.02.2016 14:30 - 11.02.2016 15:00","45153","45859"
"11.02.2016 15:00 - 11.02.2016 15:30","45424","47348"
"11.02.2016 15:30 - 11.02.2016 16:00","46685","47953"
"11.02.2016 16:00 - 11.02.2016 16:30","48278","48720"
"11.02.2016 16:30 - 11.02.2016 17:00","49932","49781"
"11.02.2016 17:00 - 11.02.2016 17:30","51892","51465"
"11.02.2016 17:30 - 11.02.2016 18:00","52704","52542"
"11.02.2016 18:00 - 11.02.2016 18:30","52414","52745"
"11.02.2016 18:30 - 11.02.2016 19:00","51619","52401"
"11.02.2016 19:00 - 11.02.2016 19:30","50223","52321"
"11.02.2016 19:30 - 11.02.2016 20:00","48772","51274"
"11.02.2016 20:00 - 11.02.2016 20:30","47064","49634"
"11.02.2016 20:30 - 11.02.2016 21:00","45184","48173"
"11.02.2016 21:00 - 11.02.2016 21:30","42871","46228"
"11.02.2016 21:30 - 11.02.2016 22:00","40345","44053"
"11.02.2016 22:00 - 11.02.2016 22:30","38130","41935"
"11.02.2016 22:30 - 11.02.2016 23:00","36002","40162"
"11.02.2016 23:00 - 11.02.2016 23:30","34199","37952"
"11.02.2016 23:30 - 12.02.2016 00:00","33588","36289"
"12.02.2016 00:00 - 12.02.2016 00:30","33563","36341"
"12.02.2016 00:30 - 12.02.2016 01:00","33545","35837"
"12.02.2016 01:00 - 12.02.2016 01:30","33106","35156"
"12.02.2016 01:30 - 12.02.2016 02:00","32453","33908"
"12.02.2016 02:00 - 12.02.2016 02:30","32125","33358"
"12.02.2016 02:30 - 12.02.2016 03:00","32238","33245"
"12.02.2016 03:00 - 12.02.2016 03:30","31659","32911"
"12.02.2016 03:30 - 12.02.2016 04:00","31220","32462"
"12.02.2016 04:00 - 12.02.2016 04:30","31110","32117"
"12.02.2016 04:30 - 12.02.2016 05:00","31171","32278"
"12.02.2016 05:00 - 12.02.2016 05:30","31588","33076"
"12.02.2016 05:30 - 12.02.2016 06:00","32628","34964"
"12.02.2016 06:00 - 12.02.2016 06:30","35703","38988"
"12.02.2016 06:30 - 12.02.2016 07:00","39268","42843"
"12.02.2016 07:00 - 12.02.2016 07:30","43309","46516"
"12.02.2016 07:30 - 12.02.2016 08:00","45017","47786"
"12.02.2016 08:00 - 12.02.2016 08:30","46235","48571"
"12.02.2016 08:30 - 12.02.2016 09:00","46895","49080"
"12.02.2016 09:00 - 12.02.2016 09:30","47024","49595"
"12.02.2016 09:30 - 12.02.2016 10:00","46889","49881"
"12.02.2016 10:00 - 12.02.2016 10:30","46902","49752"
"12.02.2016 10:30 - 12.02.2016 11:00","47104","50126"
"12.02.2016 11:00 - 12.02.2016 11:30","47290","50018"
"12.02.2016 11:30 - 12.02.2016 12:00","47499","50283"
"12.02.2016 12:00 - 12.02.2016 12:30","47454","50295"
"12.02.2016 12:30 - 12.02.2016 13:00","47024","50096"
"12.02.2016 13:00 - 12.02.2016 13:30","46549","49926"
"12.02.2016 13:30 - 12.02.2016 14:00","46207","49645"
"12.02.2016 14:00 - 12.02.2016 14:30","45933","49720"
"12.02.2016 14:30 - 12.02.2016 15:00","45427","49269"
"12.02.2016 15:00 - 12.02.2016 15:30","44990","49047"
"12.02.2016 15:30 - 12.02.2016 16:00","45753","49095"
"12.02.2016 16:00 - 12.02.2016 16:30","46572","49964"
"12.02.2016 16:30 - 12.02.2016 17:00","47797","50500"
"12.02.2016 17:00 - 12.02.2016 17:30","49783","52242"
"12.02.2016 17:30 - 12.02.2016 18:00","51587","53502"
"12.02.2016 18:00 - 12.02.2016 18:30","51338","53367"
"12.02.2016 18:30 - 12.02.2016 19:00","50578","52629"
"12.02.2016 19:00 - 12.02.2016 19:30","49074","51331"
"12.02.2016 19:30 - 12.02.2016 20:00","47606","50058"
"12.02.2016 20:00 - 12.02.2016 20:30","46009","48727"
"12.02.2016 20:30 - 12.02.2016 21:00","44196","46977"
"12.02.2016 21:00 - 12.02.2016 21:30","42352","45091"
"12.02.2016 21:30 - 12.02.2016 22:00","40398","43065"
"12.02.2016 22:00 - 12.02.2016 22:30","38629","41192"
"12.02.2016 22:30 - 12.02.2016 23:00","36930","39854"
"12.02.2016 23:00 - 12.02.2016 23:30","34967","38139"
"12.02.2016 23:30 - 13.02.2016 00:00","33774","37087"
"13.02.2016 00:00 - 13.02.2016 00:30","33454","37064"
"13.02.2016 00:30 - 13.02.2016 01:00","33486","37014"
"13.02.2016 01:00 - 13.02.2016 01:30","32770","36083"
"13.02.2016 01:30 - 13.02.2016 02:00","31951","34934"
"13.02.2016 02:00 - 13.02.2016 02:30","31545","34192"
"13.02.2016 02:30 - 13.02.2016 03:00","31175","33887"
"13.02.2016 03:00 - 13.02.2016 03:30","30328","32979"
"13.02.2016 03:30 - 13.02.2016 04:00","29675","31924"
"13.02.2016 04:00 - 13.02.2016 04:30","29303","31028"
"13.02.2016 04:30 - 13.02.2016 05:00","29070","30778"
"13.02.2016 05:00 - 13.02.2016 05:30","29128","30849"
"13.02.2016 05:30 - 13.02.2016 06:00","30143","31209"
"13.02.2016 06:00 - 13.02.2016 06:30","31512","33321"
"13.02.2016 06:30 - 13.02.2016 07:00","32910","35533"
"13.02.2016 07:00 - 13.02.2016 07:30","34210","37435"
"13.02.2016 07:30 - 13.02.2016 08:00","35970","38559"
"13.02.2016 08:00 - 13.02.2016 08:30","38079","40637"
"13.02.2016 08:30 - 13.02.2016 09:00","40107","40756"
"13.02.2016 09:00 - 13.02.2016 09:30","41069","44551"
"13.02.2016 09:30 - 13.02.2016 10:00","41707","45391"
"13.02.2016 10:00 - 13.02.2016 10:30","41895","45749"
"13.02.2016 10:30 - 13.02.2016 11:00","42526","46310"
"13.02.2016 11:00 - 13.02.2016 11:30","42409","46411"
"13.02.2016 11:30 - 13.02.2016 12:00","42528","46600"
"13.02.2016 12:00 - 13.02.2016 12:30","42394","46402"
"13.02.2016 12:30 - 13.02.2016 13:00","42007","46341"
"13.02.2016 13:00 - 13.02.2016 13:30","41590","46126"
"13.02.2016 13:30 - 13.02.2016 14:00","41216","45681"
"13.02.2016 14:00 - 13.02.2016 14:30","41091","45750"
"13.02.2016 14:30 - 13.02.2016 15:00","40664","45457"
"13.02.2016 15:00 - 13.02.2016 15:30","40940","45700"
"13.02.2016 15:30 - 13.02.2016 16:00","41035","45771"
"13.02.2016 16:00 - 13.02.2016 16:30","42286","46332"
"13.02.2016 16:30 - 13.02.2016 17:00","43994","47214"
"13.02.2016 17:00 - 13.02.2016 17:30","47049","49435"
"13.02.2016 17:30 - 13.02.2016 18:00","48365","50990"
"13.02.2016 18:00 - 13.02.2016 18:30","47791","50701"
"13.02.2016 18:30 - 13.02.2016 19:00","46806","49981"
"13.02.2016 19:00 - 13.02.2016 19:30","45183","48654"
"13.02.2016 19:30 - 13.02.2016 20:00","43493","46921"
"13.02.2016 20:00 - 13.02.2016 20:30","42041","45740"
"13.02.2016 20:30 - 13.02.2016 21:00","40409","44426"
"13.02.2016 21:00 - 13.02.2016 21:30","38697","43138"
"13.02.2016 21:30 - 13.02.2016 22:00","37041","41538"
"13.02.2016 22:00 - 13.02.2016 22:30","35789","40219"
"13.02.2016 22:30 - 13.02.2016 23:00","34448","39010"
"13.02.2016 23:00 - 13.02.2016 23:30","33008","37107"
"13.02.2016 23:30 - 14.02.2016 00:00","32833","36051"
"14.02.2016 00:00 - 14.02.2016 00:30","33041","36017"
"14.02.2016 00:30 - 14.02.2016 01:00","32907","35885"
"14.02.2016 01:00 - 14.02.2016 01:30","32026","34679"
"14.02.2016 01:30 - 14.02.2016 02:00","30985","33559"
"14.02.2016 02:00 - 14.02.2016 02:30","30371","32798"
"14.02.2016 02:30 - 14.02.2016 03:00","29895","32603"
"14.02.2016 03:00 - 14.02.2016 03:30","29223","32051"
"14.02.2016 03:30 - 14.02.2016 04:00","28586","31470"
"14.02.2016 04:00 - 14.02.2016 04:30","28195","30975"
"14.02.2016 04:30 - 14.02.2016 05:00","28118","30569"
"14.02.2016 05:00 - 14.02.2016 05:30","28278","30575"
"14.02.2016 05:30 - 14.02.2016 06:00","29046","30686"
"14.02.2016 06:00 - 14.02.2016 06:30","29991","31690"
"14.02.2016 06:30 - 14.02.2016 07:00","31127","32316"
"14.02.2016 07:00 - 14.02.2016 07:30","31961","33296"
"14.02.2016 07:30 - 14.02.2016 08:00","33253","34105"
"14.02.2016 08:00 - 14.02.2016 08:30","35058","36525"
"14.02.2016 08:30 - 14.02.2016 09:00","37166","38631"
"14.02.2016 09:00 - 14.02.2016 09:30","38226","40034"
"14.02.2016 09:30 - 14.02.2016 10:00","39487","41350"
"14.02.2016 10:00 - 14.02.2016 10:30","40056","41821"
"14.02.2016 10:30 - 14.02.2016 11:00","41002","42680"
"14.02.2016 11:00 - 14.02.2016 11:30","41257","42799"
"14.02.2016 11:30 - 14.02.2016 12:00","42006","43597"
"14.02.2016 12:00 - 14.02.2016 12:30","42335","43890"
"14.02.2016 12:30 - 14.02.2016 13:00","41915","44214"
"14.02.2016 13:00 - 14.02.2016 13:30","41422","44033"
"14.02.2016 13:30 - 14.02.2016 14:00","41614","43726"
"14.02.2016 14:00 - 14.02.2016 14:30","41900","44030"
"14.02.2016 14:30 - 14.02.2016 15:00","41742","43571"
"14.02.2016 15:00 - 14.02.2016 15:30","42372","43931"
"14.02.2016 15:30 - 14.02.2016 16:00","42664","43941"
"14.02.2016 16:00 - 14.02.2016 16:30","44000","45240"
"14.02.2016 16:30 - 14.02.2016 17:00","45853","46009"
"14.02.2016 17:00 - 14.02.2016 17:30","48178","48531"
"14.02.2016 17:30 - 14.02.2016 18:00","48431","50348"
"14.02.2016 18:00 - 14.02.2016 18:30","47962","50495"
"14.02.2016 18:30 - 14.02.2016 19:00","47044","49767"
"14.02.2016 19:00 - 14.02.2016 19:30","45733","48593"
"14.02.2016 19:30 - 14.02.2016 20:00","44354","47308"
"14.02.2016 20:00 - 14.02.2016 20:30","43016","46239"
"14.02.2016 20:30 - 14.02.2016 21:00","41563","44799"
"14.02.2016 21:00 - 14.02.2016 21:30","39634","43428"
"14.02.2016 21:30 - 14.02.2016 22:00","37585","41908"
"14.02.2016 22:00 - 14.02.2016 22:30","35936","40309"
"14.02.2016 22:30 - 14.02.2016 23:00","33968","38857"
"14.02.2016 23:00 - 14.02.2016 23:30","32073","36604"
"14.02.2016 23:30 - 15.02.2016 00:00","31772","35204"
"15.02.2016 00:00 - 15.02.2016 00:30","32212","35169"
"15.02.2016 00:30 - 15.02.2016 01:00","32512","34853"
"15.02.2016 01:00 - 15.02.2016 01:30","32434","34242"
"15.02.2016 01:30 - 15.02.2016 02:00","31726","33420"
"15.02.2016 02:00 - 15.02.2016 02:30","31134","32640"
"15.02.2016 02:30 - 15.02.2016 03:00","30920","32383"
"15.02.2016 03:00 - 15.02.2016 03:30","30568","32110"
"15.02.2016 03:30 - 15.02.2016 04:00","30188","30478"
"15.02.2016 04:00 - 15.02.2016 04:30","30076","31270"
"15.02.2016 04:30 - 15.02.2016 05:00","30144","31285"
"15.02.2016 05:00 - 15.02.2016 05:30","30807","32228"
"15.02.2016 05:30 - 15.02.2016 06:00","31938","34398"
"15.02.2016 06:00 - 15.02.2016 06:30","35030","38798"
"15.02.2016 06:30 - 15.02.2016 07:00","37731","41963"
"15.02.2016 07:00 - 15.02.2016 07:30","40599","44656"
"15.02.2016 07:30 - 15.02.2016 08:00","42257","46404"
"15.02.2016 08:00 - 15.02.2016 08:30","44474","48041"
"15.02.2016 08:30 - 15.02.2016 09:00","46087","49870"
"15.02.2016 09:00 - 15.02.2016 09:30","47145","50211"
"15.02.2016 09:30 - 15.02.2016 10:00","47700","50755"
"15.02.2016 10:00 - 15.02.2016 10:30","47943","50131"
"15.02.2016 10:30 - 15.02.2016 11:00","47900","50459"
"15.02.2016 11:00 - 15.02.2016 11:30","48071","50033"
"15.02.2016 11:30 - 15.02.2016 12:00","48132","50089"
"15.02.2016 12:00 - 15.02.2016 12:30","48117","50074"
"15.02.2016 12:30 - 15.02.2016 13:00","47937","49952"
"15.02.2016 13:00 - 15.02.2016 13:30","47604","49774"
"15.02.2016 13:30 - 15.02.2016 14:00","47276","49741"
"15.02.2016 14:00 - 15.02.2016 14:30","47110","49841"
"15.02.2016 14:30 - 15.02.2016 15:00","46933","49808"
"15.02.2016 15:00 - 15.02.2016 15:30","46751","49872"
"15.02.2016 15:30 - 15.02.2016 16:00","46686","50024"
"15.02.2016 16:00 - 15.02.2016 16:30","47350","50297"
"15.02.2016 16:30 - 15.02.2016 17:00","48632","51016"
"15.02.2016 17:00 - 15.02.2016 17:30","50401","50828"
"15.02.2016 17:30 - 15.02.2016 18:00","52896","51966"
"15.02.2016 18:00 - 15.02.2016 18:30","53835","53358"
"15.02.2016 18:30 - 15.02.2016 19:00","53046","53774"
"15.02.2016 19:00 - 15.02.2016 19:30","52010","53495"
"15.02.2016 19:30 - 15.02.2016 20:00","50629","53084"
"15.02.2016 20:00 - 15.02.2016 20:30","48995","52336"
"15.02.2016 20:30 - 15.02.2016 21:00","47073","51203"
"15.02.2016 21:00 - 15.02.2016 21:30","44921","49561"
"15.02.2016 21:30 - 15.02.2016 22:00","42733","47824"
"15.02.2016 22:00 - 15.02.2016 22:30","40443","45419"
"15.02.2016 22:30 - 15.02.2016 23:00","38103","43125"
"15.02.2016 23:00 - 15.02.2016 23:30","35628","41309"
"15.02.2016 23:30 - 16.02.2016 00:00","34153","39240"
"16.02.2016 00:00 - 16.02.2016 00:30","33285","37876"
"16.02.2016 00:30 - 16.02.2016 01:00","33596","37452"
"16.02.2016 01:00 - 16.02.2016 01:30","33461","37698"
"16.02.2016 01:30 - 16.02.2016 02:00","33150","36870"
"16.02.2016 02:00 - 16.02.2016 02:30","33245","35852"
"16.02.2016 02:30 - 16.02.2016 03:00","33249","35140"
"16.02.2016 03:00 - 16.02.2016 03:30","32731","35044"
"16.02.2016 03:30 - 16.02.2016 04:00","32259","32472"
"16.02.2016 04:00 - 16.02.2016 04:30","32019","34044"
"16.02.2016 04:30 - 16.02.2016 05:00","32227","32143"
"16.02.2016 05:00 - 16.02.2016 05:30","33023","32175"
"16.02.2016 05:30 - 16.02.2016 06:00","35124","34033"
"16.02.2016 06:00 - 16.02.2016 06:30","38209","35218"
"16.02.2016 06:30 - 16.02.2016 07:00","41086","39558"
"16.02.2016 07:00 - 16.02.2016 07:30","43220","42792"
"16.02.2016 07:30 - 16.02.2016 08:00","44716","43991"
"16.02.2016 08:00 - 16.02.2016 08:30","46418","46473"
"16.02.2016 08:30 - 16.02.2016 09:00","47235","49450"
"16.02.2016 09:00 - 16.02.2016 09:30","47633","50340"
"16.02.2016 09:30 - 16.02.2016 10:00","47874","51103"
"16.02.2016 10:00 - 16.02.2016 10:30","47928","47245"
"16.02.2016 10:30 - 16.02.2016 11:00","48067","47127"
"16.02.2016 11:00 - 16.02.2016 11:30","48038","51573"
"16.02.2016 11:30 - 16.02.2016 12:00","48128","50561"
"16.02.2016 12:00 - 16.02.2016 12:30","48048","50346"
"16.02.2016 12:30 - 16.02.2016 13:00","47897","49618"
"16.02.2016 13:00 - 16.02.2016 13:30","47559","49224"
"16.02.2016 13:30 - 16.02.2016 14:00","47415","49020"
"16.02.2016 14:00 - 16.02.2016 14:30","47248","49065"
"16.02.2016 14:30 - 16.02.2016 15:00","47268","49331"
"16.02.2016 15:00 - 16.02.2016 15:30","47342","49587"
"16.02.2016 15:30 - 16.02.2016 16:00","47556","49570"
"16.02.2016 16:00 - 16.02.2016 16:30","48176","49533"
"16.02.2016 16:30 - 16.02.2016 17:00","49369","50602"
"16.02.2016 17:00 - 16.02.2016 17:30","51656","52504"
"16.02.2016 17:30 - 16.02.2016 18:00","53553","53850"
"16.02.2016 18:00 - 16.02.2016 18:30","53774","53958"
"16.02.2016 18:30 - 16.02.2016 19:00","52727","53098"
"16.02.2016 19:00 - 16.02.2016 19:30","51036","52154"
"16.02.2016 19:30 - 16.02.2016 20:00","49336","50841"
"16.02.2016 20:00 - 16.02.2016 20:30","47830","49388"
"16.02.2016 20:30 - 16.02.2016 21:00","45943","47598"
"16.02.2016 21:00 - 16.02.2016 21:30","43589","45502"
"16.02.2016 21:30 - 16.02.2016 22:00","41141","43274"
"16.02.2016 22:00 - 16.02.2016 22:30","38904","41328"
"16.02.2016 22:30 - 16.02.2016 23:00","36596","39314"
"16.02.2016 23:00 - 16.02.2016 23:30","34513","36804"
"16.02.2016 23:30 - 17.02.2016 00:00","33689","35231"
"17.02.2016 00:00 - 17.02.2016 00:30","33806","35305"
"17.02.2016 00:30 - 17.02.2016 01:00","33919","35299"
"17.02.2016 01:00 - 17.02.2016 01:30","33471","34963"
"17.02.2016 01:30 - 17.02.2016 02:00","32802","34121"
"17.02.2016 02:00 - 17.02.2016 02:30","32661","33598"
"17.02.2016 02:30 - 17.02.2016 03:00","32571","33470"
"17.02.2016 03:00 - 17.02.2016 03:30","31978","33205"
"17.02.2016 03:30 - 17.02.2016 04:00","31433","32598"
"17.02.2016 04:00 - 17.02.2016 04:30","31392","32050"
"17.02.2016 04:30 - 17.02.2016 05:00","31637","32037"
"17.02.2016 05:00 - 17.02.2016 05:30","32191","32621"
"17.02.2016 05:30 - 17.02.2016 06:00","34054","34132"
"17.02.2016 06:00 - 17.02.2016 06:30","36946","38070"
"17.02.2016 06:30 - 17.02.2016 07:00","39836","41026"
"17.02.2016 07:00 - 17.02.2016 07:30","42058","42253"
"17.02.2016 07:30 - 17.02.2016 08:00","43844","43693"
"17.02.2016 08:00 - 17.02.2016 08:30","45674","46367"
"17.02.2016 08:30 - 17.02.2016 09:00","47048","47828"
"17.02.2016 09:00 - 17.02.2016 09:30","47843","50576"
"17.02.2016 09:30 - 17.02.2016 10:00","48043","51036"
"17.02.2016 10:00 - 17.02.2016 10:30","48440","51047"
"17.02.2016 10:30 - 17.02.2016 11:00","48742","51160"
"17.02.2016 11:00 - 17.02.2016 11:30","48873","51522"
"17.02.2016 11:30 - 17.02.2016 12:00","49042","51756"
"17.02.2016 12:00 - 17.02.2016 12:30","48999","52112"
"17.02.2016 12:30 - 17.02.2016 13:00","48863","52047"
"17.02.2016 13:00 - 17.02.2016 13:30","48558","51948"
"17.02.2016 13:30 - 17.02.2016 14:00","48371","52007"
"17.02.2016 14:00 - 17.02.2016 14:30","48095","52124"
"17.02.2016 14:30 - 17.02.2016 15:00","47835","52046"
"17.02.2016 15:00 - 17.02.2016 15:30","47895","51569"
"17.02.2016 15:30 - 17.02.2016 16:00","48108","51638"
"17.02.2016 16:00 - 17.02.2016 16:30","48756","51579"
"17.02.2016 16:30 - 17.02.2016 17:00","49918","52339"
"17.02.2016 17:00 - 17.02.2016 17:30","51683","53300"
"17.02.2016 17:30 - 17.02.2016 18:00","53217","53337"
"17.02.2016 18:00 - 17.02.2016 18:30","53435","53393"
"17.02.2016 18:30 - 17.02.2016 19:00","52435","53067"
"17.02.2016 19:00 - 17.02.2016 19:30","50987","53146"
"17.02.2016 19:30 - 17.02.2016 20:00","49538","52013"
"17.02.2016 20:00 - 17.02.2016 20:30","47840","50741"
"17.02.2016 20:30 - 17.02.2016 21:00","45914","49087"
"17.02.2016 21:00 - 17.02.2016 21:30","43788","47293"
"17.02.2016 21:30 - 17.02.2016 22:00","41474","45212"
"17.02.2016 22:00 - 17.02.2016 22:30","39422","42998"
"17.02.2016 22:30 - 17.02.2016 23:00","36995","41086"
"17.02.2016 23:00 - 17.02.2016 23:30","34781","38911"
"17.02.2016 23:30 - 18.02.2016 00:00","34062","36886"
"18.02.2016 00:00 - 18.02.2016 00:30","33624","36875"
"18.02.2016 00:30 - 18.02.2016 01:00","33716","37154"
"18.02.2016 01:00 - 18.02.2016 01:30","33333","36569"
"18.02.2016 01:30 - 18.02.2016 02:00","32879","35934"
"18.02.2016 02:00 - 18.02.2016 02:30","32819","35357"
"18.02.2016 02:30 - 18.02.2016 03:00","32591","35144"
"18.02.2016 03:00 - 18.02.2016 03:30","31823","34632"
"18.02.2016 03:30 - 18.02.2016 04:00","31117","33914"
"18.02.2016 04:00 - 18.02.2016 04:30","30925","33362"
"18.02.2016 04:30 - 18.02.2016 05:00","31312","33360"
"18.02.2016 05:00 - 18.02.2016 05:30","32049","34060"
"18.02.2016 05:30 - 18.02.2016 06:00","34181","35766"
"18.02.2016 06:00 - 18.02.2016 06:30","37278","39118"
"18.02.2016 06:30 - 18.02.2016 07:00","40171","41967"
"18.02.2016 07:00 - 18.02.2016 07:30","42370","43737"
"18.02.2016 07:30 - 18.02.2016 08:00","43961","45184"
"18.02.2016 08:00 - 18.02.2016 08:30","45610","48405"
"18.02.2016 08:30 - 18.02.2016 09:00","46788","49326"
"18.02.2016 09:00 - 18.02.2016 09:30","47610","49828"
