"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"08.11.2018 07:30 - 08.11.2018 08:00","37992","40002"
"08.11.2018 08:00 - 08.11.2018 08:30","38439","40653"
"08.11.2018 08:30 - 08.11.2018 09:00","38885","40617"
"08.11.2018 09:00 - 08.11.2018 09:30","39205","40904"
"08.11.2018 09:30 - 08.11.2018 10:00","39042","40952"
"08.11.2018 10:00 - 08.11.2018 10:30","38899","39577"
"08.11.2018 10:30 - 08.11.2018 11:00","39127","39371"
"08.11.2018 11:00 - 08.11.2018 11:30","39568","38545"
"08.11.2018 11:30 - 08.11.2018 12:00","39821","38608"
"08.11.2018 12:00 - 08.11.2018 12:30","39757","38940"
"08.11.2018 12:30 - 08.11.2018 13:00","39516","38842"
"08.11.2018 13:00 - 08.11.2018 13:30","39181","39274"
"08.11.2018 13:30 - 08.11.2018 14:00","38869","39308"
"08.11.2018 14:00 - 08.11.2018 14:30","38662","39476"
"08.11.2018 14:30 - 08.11.2018 15:00","38429","39217"
"08.11.2018 15:00 - 08.11.2018 15:30","38502","38515"
"08.11.2018 15:30 - 08.11.2018 16:00","38963","39072"
"08.11.2018 16:00 - 08.11.2018 16:30","40632","41436"
"08.11.2018 16:30 - 08.11.2018 17:00","43391","43669"
"08.11.2018 17:00 - 08.11.2018 17:30","44622","45841"
"08.11.2018 17:30 - 08.11.2018 18:00","44091","45369"
"08.11.2018 18:00 - 08.11.2018 18:30","43262","44762"
"08.11.2018 18:30 - 08.11.2018 19:00","42412","44274"
"08.11.2018 19:00 - 08.11.2018 19:30","41403","43534"
"08.11.2018 19:30 - 08.11.2018 20:00","40211","42497"
"08.11.2018 20:00 - 08.11.2018 20:30","38868","41199"
"08.11.2018 20:30 - 08.11.2018 21:00","37163","39800"
"08.11.2018 21:00 - 08.11.2018 21:30","35123","38715"
"08.11.2018 21:30 - 08.11.2018 22:00","33166","36695"
"08.11.2018 22:00 - 08.11.2018 22:30","31398","34412"
"08.11.2018 22:30 - 08.11.2018 23:00","29463","32528"
"08.11.2018 23:00 - 08.11.2018 23:30","27805","30416"
"08.11.2018 23:30 - 09.11.2018 00:00","26903","29412"
"09.11.2018 00:00 - 09.11.2018 00:30","27495","29104"
"09.11.2018 00:30 - 09.11.2018 01:00","27290","29546"
"09.11.2018 01:00 - 09.11.2018 01:30","26590","28972"
"09.11.2018 01:30 - 09.11.2018 02:00","25886","28080"
"09.11.2018 02:00 - 09.11.2018 02:30","25536","27081"
"09.11.2018 02:30 - 09.11.2018 03:00","25367","26525"
"09.11.2018 03:00 - 09.11.2018 03:30","25073","26198"
"09.11.2018 03:30 - 09.11.2018 04:00","24864","25744"
"09.11.2018 04:00 - 09.11.2018 04:30","24891","25745"
"09.11.2018 04:30 - 09.11.2018 05:00","25268","26149"
"09.11.2018 05:00 - 09.11.2018 05:30","26137","27025"
"09.11.2018 05:30 - 09.11.2018 06:00","28308","28577"
"09.11.2018 06:00 - 09.11.2018 06:30","31370","32767"
"09.11.2018 06:30 - 09.11.2018 07:00","34419","36126"
"09.11.2018 07:00 - 09.11.2018 07:30","36756","38826"
"09.11.2018 07:30 - 09.11.2018 08:00","38043","40424"
"09.11.2018 08:00 - 09.11.2018 08:30","38754","42019"
"09.11.2018 08:30 - 09.11.2018 09:00","39305","42300"
"09.11.2018 09:00 - 09.11.2018 09:30","39833","42825"
"09.11.2018 09:30 - 09.11.2018 10:00","39891","43045"
"09.11.2018 10:00 - 09.11.2018 10:30","40012","42868"
"09.11.2018 10:30 - 09.11.2018 11:00","40046","42772"
"09.11.2018 11:00 - 09.11.2018 11:30","39851","42775"
"09.11.2018 11:30 - 09.11.2018 12:00","39831","42743"
"09.11.2018 12:00 - 09.11.2018 12:30","39760","43477"
"09.11.2018 12:30 - 09.11.2018 13:00","39461","43218"
"09.11.2018 13:00 - 09.11.2018 13:30","39026","42212"
"09.11.2018 13:30 - 09.11.2018 14:00","38791","41909"
"09.11.2018 14:00 - 09.11.2018 14:30","38606","41346"
"09.11.2018 14:30 - 09.11.2018 15:00","38273","40862"
"09.11.2018 15:00 - 09.11.2018 15:30","38411","40714"
"09.11.2018 15:30 - 09.11.2018 16:00","38916","41385"
"09.11.2018 16:00 - 09.11.2018 16:30","40412","43017"
"09.11.2018 16:30 - 09.11.2018 17:00","42489","44712"
"09.11.2018 17:00 - 09.11.2018 17:30","43114","45521"
"09.11.2018 17:30 - 09.11.2018 18:00","42505","44854"
"09.11.2018 18:00 - 09.11.2018 18:30","41466","43970"
"09.11.2018 18:30 - 09.11.2018 19:00","40407","43109"
"09.11.2018 19:00 - 09.11.2018 19:30","39484","42464"
"09.11.2018 19:30 - 09.11.2018 20:00","38256","41473"
"09.11.2018 20:00 - 09.11.2018 20:30","36893","40626"
"09.11.2018 20:30 - 09.11.2018 21:00","35676","39092"
"09.11.2018 21:00 - 09.11.2018 21:30","34090","37471"
"09.11.2018 21:30 - 09.11.2018 22:00","32306","35874"
"09.11.2018 22:00 - 09.11.2018 22:30","30864","33816"
"09.11.2018 22:30 - 09.11.2018 23:00","29438","32298"
"09.11.2018 23:00 - 09.11.2018 23:30","28011","30512"
"09.11.2018 23:30 - 10.11.2018 00:00","27138","29246"
"10.11.2018 00:00 - 10.11.2018 00:30","26852","28827"
"10.11.2018 00:30 - 10.11.2018 01:00","26609","28857"
"10.11.2018 01:00 - 10.11.2018 01:30","25985","27865"
"10.11.2018 01:30 - 10.11.2018 02:00","25328","27097"
"10.11.2018 02:00 - 10.11.2018 02:30","24908","26239"
"10.11.2018 02:30 - 10.11.2018 03:00","24502","25490"
"10.11.2018 03:00 - 10.11.2018 03:30","23780","24714"
"10.11.2018 03:30 - 10.11.2018 04:00","23225","24334"
"10.11.2018 04:00 - 10.11.2018 04:30","23019","23984"
"10.11.2018 04:30 - 10.11.2018 05:00","23028","24092"
"10.11.2018 05:00 - 10.11.2018 05:30","23308","24700"
"10.11.2018 05:30 - 10.11.2018 06:00","24177","25412"
"10.11.2018 06:00 - 10.11.2018 06:30","25419","27927"
"10.11.2018 06:30 - 10.11.2018 07:00","26632","29399"
"10.11.2018 07:00 - 10.11.2018 07:30","28004","31280"
"10.11.2018 07:30 - 10.11.2018 08:00","29719","32435"
"10.11.2018 08:00 - 10.11.2018 08:30","31759","34447"
"10.11.2018 08:30 - 10.11.2018 09:00","33402","35795"
"10.11.2018 09:00 - 10.11.2018 09:30","34403","36386"
"10.11.2018 09:30 - 10.11.2018 10:00","34889","36913"
"10.11.2018 10:00 - 10.11.2018 10:30","35035","37050"
"10.11.2018 10:30 - 10.11.2018 11:00","35161","36957"
"10.11.2018 11:00 - 10.11.2018 11:30","35248","36620"
"10.11.2018 11:30 - 10.11.2018 12:00","35212","36806"
"10.11.2018 12:00 - 10.11.2018 12:30","35097","37149"
"10.11.2018 12:30 - 10.11.2018 13:00","34698","36926"
"10.11.2018 13:00 - 10.11.2018 13:30","33995","36959"
"10.11.2018 13:30 - 10.11.2018 14:00","33339","36715"
"10.11.2018 14:00 - 10.11.2018 14:30","32836","36709"
"10.11.2018 14:30 - 10.11.2018 15:00","32623","36599"
"10.11.2018 15:00 - 10.11.2018 15:30","33032","36543"
"10.11.2018 15:30 - 10.11.2018 16:00","33990","37041"
"10.11.2018 16:00 - 10.11.2018 16:30","36078","37859"
"10.11.2018 16:30 - 10.11.2018 17:00","38816","39326"
"10.11.2018 17:00 - 10.11.2018 17:30","39988","41743"
"10.11.2018 17:30 - 10.11.2018 18:00","39372","41868"
"10.11.2018 18:00 - 10.11.2018 18:30","38195","41173"
"10.11.2018 18:30 - 10.11.2018 19:00","36881","40318"
"10.11.2018 19:00 - 10.11.2018 19:30","35580","39687"
"10.11.2018 19:30 - 10.11.2018 20:00","34618","38553"
"10.11.2018 20:00 - 10.11.2018 20:30","33997","37630"
"10.11.2018 20:30 - 10.11.2018 21:00","33138","36785"
"10.11.2018 21:00 - 10.11.2018 21:30","32003","35507"
"10.11.2018 21:30 - 10.11.2018 22:00","30767","34466"
"10.11.2018 22:00 - 10.11.2018 22:30","29570","32965"
"10.11.2018 22:30 - 10.11.2018 23:00","28245","32050"
"10.11.2018 23:00 - 10.11.2018 23:30","26970","30554"
"10.11.2018 23:30 - 11.11.2018 00:00","26375","29601"
"11.11.2018 00:00 - 11.11.2018 00:30","26271","28655"
"11.11.2018 00:30 - 11.11.2018 01:00","25812","28440"
"11.11.2018 01:00 - 11.11.2018 01:30","24981","27852"
"11.11.2018 01:30 - 11.11.2018 02:00","24175","26980"
"11.11.2018 02:00 - 11.11.2018 02:30","23622","25768"
"11.11.2018 02:30 - 11.11.2018 03:00","23163","25232"
"11.11.2018 03:00 - 11.11.2018 03:30","22732","24739"
"11.11.2018 03:30 - 11.11.2018 04:00","22437","24176"
"11.11.2018 04:00 - 11.11.2018 04:30","22346","23864"
"11.11.2018 04:30 - 11.11.2018 05:00","22367","23780"
"11.11.2018 05:00 - 11.11.2018 05:30","22521","23855"
"11.11.2018 05:30 - 11.11.2018 06:00","23163","24588"
"11.11.2018 06:00 - 11.11.2018 06:30","23902","25845"
"11.11.2018 06:30 - 11.11.2018 07:00","24517","26939"
"11.11.2018 07:00 - 11.11.2018 07:30","25339","28269"
"11.11.2018 07:30 - 11.11.2018 08:00","26642","29466"
"11.11.2018 08:00 - 11.11.2018 08:30","28407","31863"
"11.11.2018 08:30 - 11.11.2018 09:00","30169","33824"
"11.11.2018 09:00 - 11.11.2018 09:30","31648","35470"
"11.11.2018 09:30 - 11.11.2018 10:00","32854","36361"
"11.11.2018 10:00 - 11.11.2018 10:30","33852","36869"
"11.11.2018 10:30 - 11.11.2018 11:00","34535","37374"
"11.11.2018 11:00 - 11.11.2018 11:30","35037","37105"
"11.11.2018 11:30 - 11.11.2018 12:00","35420","38090"
"11.11.2018 12:00 - 11.11.2018 12:30","35626","38315"
"11.11.2018 12:30 - 11.11.2018 13:00","35590","38223"
"11.11.2018 13:00 - 11.11.2018 13:30","35327","38288"
"11.11.2018 13:30 - 11.11.2018 14:00","34960","38013"
"11.11.2018 14:00 - 11.11.2018 14:30","34617","38044"
"11.11.2018 14:30 - 11.11.2018 15:00","34412","37911"
"11.11.2018 15:00 - 11.11.2018 15:30","34514","38142"
"11.11.2018 15:30 - 11.11.2018 16:00","35257","38826"
"11.11.2018 16:00 - 11.11.2018 16:30","37222","40756"
"11.11.2018 16:30 - 11.11.2018 17:00","40020","43141"
"11.11.2018 17:00 - 11.11.2018 17:30","41295","44535"
"11.11.2018 17:30 - 11.11.2018 18:00","40834","44227"
"11.11.2018 18:00 - 11.11.2018 18:30","39995","43291"
"11.11.2018 18:30 - 11.11.2018 19:00","38967","42500"
"11.11.2018 19:00 - 11.11.2018 19:30","37736","41618"
"11.11.2018 19:30 - 11.11.2018 20:00","36674","40466"
"11.11.2018 20:00 - 11.11.2018 20:30","35686","39382"
"11.11.2018 20:30 - 11.11.2018 21:00","34414","38298"
"11.11.2018 21:00 - 11.11.2018 21:30","32842","36258"
"11.11.2018 21:30 - 11.11.2018 22:00","31108","34733"
"11.11.2018 22:00 - 11.11.2018 22:30","29554","31755"
"11.11.2018 22:30 - 11.11.2018 23:00","27825","29942"
"11.11.2018 23:00 - 11.11.2018 23:30","26342","29119"
"11.11.2018 23:30 - 12.11.2018 00:00","25573","27733"
"12.11.2018 00:00 - 12.11.2018 00:30","25958","27215"
"12.11.2018 00:30 - 12.11.2018 01:00","26040","27510"
"12.11.2018 01:00 - 12.11.2018 01:30","25511","27055"
"12.11.2018 01:30 - 12.11.2018 02:00","24950","26501"
"12.11.2018 02:00 - 12.11.2018 02:30","24715","26019"
"12.11.2018 02:30 - 12.11.2018 03:00","24470","25668"
"12.11.2018 03:00 - 12.11.2018 03:30","24104","25298"
"12.11.2018 03:30 - 12.11.2018 04:00","23852","24790"
"12.11.2018 04:00 - 12.11.2018 04:30","23858","24653"
"12.11.2018 04:30 - 12.11.2018 05:00","24474","24881"
"12.11.2018 05:00 - 12.11.2018 05:30","25591","25532"
"12.11.2018 05:30 - 12.11.2018 06:00","27914","27084"
"12.11.2018 06:00 - 12.11.2018 06:30","31363","32148"
"12.11.2018 06:30 - 12.11.2018 07:00","34858","35704"
"12.11.2018 07:00 - 12.11.2018 07:30","37181","36707"
"12.11.2018 07:30 - 12.11.2018 08:00","38229","38240"
"12.11.2018 08:00 - 12.11.2018 08:30","38625","38922"
"12.11.2018 08:30 - 12.11.2018 09:00","39022","39194"
"12.11.2018 09:00 - 12.11.2018 09:30","39677","38939"
"12.11.2018 09:30 - 12.11.2018 10:00","39773","39141"
"12.11.2018 10:00 - 12.11.2018 10:30","39789","38006"
"12.11.2018 10:30 - 12.11.2018 11:00","40003","37903"
"12.11.2018 11:00 - 12.11.2018 11:30","40241","37980"
"12.11.2018 11:30 - 12.11.2018 12:00","40365","37845"
"12.11.2018 12:00 - 12.11.2018 12:30","40207","37569"
"12.11.2018 12:30 - 12.11.2018 13:00","39840","37474"
"12.11.2018 13:00 - 12.11.2018 13:30","39366","36633"
"12.11.2018 13:30 - 12.11.2018 14:00","39221","36681"
"12.11.2018 14:00 - 12.11.2018 14:30","39419","36763"
"12.11.2018 14:30 - 12.11.2018 15:00","39451","36736"
"12.11.2018 15:00 - 12.11.2018 15:30","39891","37759"
"12.11.2018 15:30 - 12.11.2018 16:00","40906","38777"
"12.11.2018 16:00 - 12.11.2018 16:30","42625","42097"
"12.11.2018 16:30 - 12.11.2018 17:00","44359","44607"
"12.11.2018 17:00 - 12.11.2018 17:30","44641","46875"
"12.11.2018 17:30 - 12.11.2018 18:00","44232","46780"
"12.11.2018 18:00 - 12.11.2018 18:30","43645","45808"
"12.11.2018 18:30 - 12.11.2018 19:00","43062","45139"
"12.11.2018 19:00 - 12.11.2018 19:30","42365","44099"
"12.11.2018 19:30 - 12.11.2018 20:00","40981","43094"
"12.11.2018 20:00 - 12.11.2018 20:30","39360","41852"
"12.11.2018 20:30 - 12.11.2018 21:00","37696","40185"
"12.11.2018 21:00 - 12.11.2018 21:30","35783","38038"
"12.11.2018 21:30 - 12.11.2018 22:00","33577","35854"
"12.11.2018 22:00 - 12.11.2018 22:30","31511","32709"
"12.11.2018 22:30 - 12.11.2018 23:00","29564","30852"
"12.11.2018 23:00 - 12.11.2018 23:30","27928","30068"
"12.11.2018 23:30 - 13.11.2018 00:00","27187","29099"
"13.11.2018 00:00 - 13.11.2018 00:30","27288","28284"
"13.11.2018 00:30 - 13.11.2018 01:00","27274","28716"
"13.11.2018 01:00 - 13.11.2018 01:30","26649","27738"
"13.11.2018 01:30 - 13.11.2018 02:00","26137","26722"
"13.11.2018 02:00 - 13.11.2018 02:30","25801","25928"
"13.11.2018 02:30 - 13.11.2018 03:00","25413","25543"
"13.11.2018 03:00 - 13.11.2018 03:30","25049","25142"
"13.11.2018 03:30 - 13.11.2018 04:00","24855","24784"
"13.11.2018 04:00 - 13.11.2018 04:30","24933","24525"
"13.11.2018 04:30 - 13.11.2018 05:00","25416","24731"
"13.11.2018 05:00 - 13.11.2018 05:30","26516","26234"
"13.11.2018 05:30 - 13.11.2018 06:00","28888","27682"
"13.11.2018 06:00 - 13.11.2018 06:30","32200","31847"
"13.11.2018 06:30 - 13.11.2018 07:00","35591","35333"
"13.11.2018 07:00 - 13.11.2018 07:30","38080","37770"
"13.11.2018 07:30 - 13.11.2018 08:00","39303","39034"
"13.11.2018 08:00 - 13.11.2018 08:30","39704","40263"
"13.11.2018 08:30 - 13.11.2018 09:00","39794","40219"
"13.11.2018 09:00 - 13.11.2018 09:30","40054","39550"
"13.11.2018 09:30 - 13.11.2018 10:00","40101","39452"
"13.11.2018 10:00 - 13.11.2018 10:30","40246","38934"
"13.11.2018 10:30 - 13.11.2018 11:00","40510","38888"
"13.11.2018 11:00 - 13.11.2018 11:30","40619","39248"
"13.11.2018 11:30 - 13.11.2018 12:00","40832","39231"
"13.11.2018 12:00 - 13.11.2018 12:30","40929","40260"
"13.11.2018 12:30 - 13.11.2018 13:00","40523","40171"
"13.11.2018 13:00 - 13.11.2018 13:30","40140","40231"
"13.11.2018 13:30 - 13.11.2018 14:00","39899","40054"
"13.11.2018 14:00 - 13.11.2018 14:30","39477","39753"
"13.11.2018 14:30 - 13.11.2018 15:00","38999","39700"
"13.11.2018 15:00 - 13.11.2018 15:30","39005","38973"
"13.11.2018 15:30 - 13.11.2018 16:00","39894","40119"
"13.11.2018 16:00 - 13.11.2018 16:30","41999","42977"
"13.11.2018 16:30 - 13.11.2018 17:00","44208","45977"
"13.11.2018 17:00 - 13.11.2018 17:30","44799","47053"
"13.11.2018 17:30 - 13.11.2018 18:00","44404","47038"
"13.11.2018 18:00 - 13.11.2018 18:30","44056","46655"
"13.11.2018 18:30 - 13.11.2018 19:00","43418","46079"
"13.11.2018 19:00 - 13.11.2018 19:30","42392","46068"
"13.11.2018 19:30 - 13.11.2018 20:00","41221","44977"
"13.11.2018 20:00 - 13.11.2018 20:30","39856","43217"
"13.11.2018 20:30 - 13.11.2018 21:00","38198","41454"
"13.11.2018 21:00 - 13.11.2018 21:30","36064","39684"
"13.11.2018 21:30 - 13.11.2018 22:00","33660","37510"
"13.11.2018 22:00 - 13.11.2018 22:30","31488","35012"
"13.11.2018 22:30 - 13.11.2018 23:00","29481","32974"
"13.11.2018 23:00 - 13.11.2018 23:30","27751","30771"
"13.11.2018 23:30 - 14.11.2018 00:00","27054","29421"
"14.11.2018 00:00 - 14.11.2018 00:30","26763","29020"
"14.11.2018 00:30 - 14.11.2018 01:00","26533","29034"
"14.11.2018 01:00 - 14.11.2018 01:30","25801","28224"
"14.11.2018 01:30 - 14.11.2018 02:00","25095","26934"
"14.11.2018 02:00 - 14.11.2018 02:30","24781","26256"
"14.11.2018 02:30 - 14.11.2018 03:00","24553","25930"
"14.11.2018 03:00 - 14.11.2018 03:30","24092","24195"
"14.11.2018 03:30 - 14.11.2018 04:00","23740","23643"
"14.11.2018 04:00 - 14.11.2018 04:30","23869","23693"
"14.11.2018 04:30 - 14.11.2018 05:00","24543","23883"
"14.11.2018 05:00 - 14.11.2018 05:30","25727","24673"
"14.11.2018 05:30 - 14.11.2018 06:00","28178","26324"
"14.11.2018 06:00 - 14.11.2018 06:30","31588","29624"
"14.11.2018 06:30 - 14.11.2018 07:00","34938","33012"
"14.11.2018 07:00 - 14.11.2018 07:30","37094","36679"
"14.11.2018 07:30 - 14.11.2018 08:00","38067","38278"
"14.11.2018 08:00 - 14.11.2018 08:30","38605","39488"
"14.11.2018 08:30 - 14.11.2018 09:00","39011","39424"
"14.11.2018 09:00 - 14.11.2018 09:30","39374","39418"
"14.11.2018 09:30 - 14.11.2018 10:00","39339","39550"
"14.11.2018 10:00 - 14.11.2018 10:30","39344","39012"
"14.11.2018 10:30 - 14.11.2018 11:00","39663","39024"
"14.11.2018 11:00 - 14.11.2018 11:30","40059","39096"
"14.11.2018 11:30 - 14.11.2018 12:00","40181","39148"
"14.11.2018 12:00 - 14.11.2018 12:30","40034","39300"
"14.11.2018 12:30 - 14.11.2018 13:00","39765","39024"
"14.11.2018 13:00 - 14.11.2018 13:30","39382","39279"
"14.11.2018 13:30 - 14.11.2018 14:00","39033","38943"
"14.11.2018 14:00 - 14.11.2018 14:30","38764","39102"
"14.11.2018 14:30 - 14.11.2018 15:00","38478","39138"
"14.11.2018 15:00 - 14.11.2018 15:30","38571","38989"
"14.11.2018 15:30 - 14.11.2018 16:00","39101","39894"
"14.11.2018 16:00 - 14.11.2018 16:30","40838","43809"
"14.11.2018 16:30 - 14.11.2018 17:00","43655","46615"
"14.11.2018 17:00 - 14.11.2018 17:30","44937","48232"
"14.11.2018 17:30 - 14.11.2018 18:00","44474","47906"
"14.11.2018 18:00 - 14.11.2018 18:30","43735","47108"
"14.11.2018 18:30 - 14.11.2018 19:00","42967","46627"
"14.11.2018 19:00 - 14.11.2018 19:30","42018","45975"
"14.11.2018 19:30 - 14.11.2018 20:00","40877","44873"
"14.11.2018 20:00 - 14.11.2018 20:30","39604","43595"
"14.11.2018 20:30 - 14.11.2018 21:00","37849","41907"
"14.11.2018 21:00 - 14.11.2018 21:30","35721","40072"
"14.11.2018 21:30 - 14.11.2018 22:00","33702","37931"
"14.11.2018 22:00 - 14.11.2018 22:30","31807","35670"
"14.11.2018 22:30 - 14.11.2018 23:00","29749","33740"
"14.11.2018 23:00 - 14.11.2018 23:30","28003","31291"
"14.11.2018 23:30 - 15.11.2018 00:00","26826","30168"
"15.11.2018 00:00 - 15.11.2018 00:30","26276","29788"
"15.11.2018 00:30 - 15.11.2018 01:00","26203","29968"
"15.11.2018 01:00 - 15.11.2018 01:30","25565","29390"
"15.11.2018 01:30 - 15.11.2018 02:00","24939","28066"
"15.11.2018 02:00 - 15.11.2018 02:30","24635","27098"
"15.11.2018 02:30 - 15.11.2018 03:00","24399","26684"
"15.11.2018 03:00 - 15.11.2018 03:30","23970","26213"
"15.11.2018 03:30 - 15.11.2018 04:00","23640","25745"
"15.11.2018 04:00 - 15.11.2018 04:30","23632","25799"
"15.11.2018 04:30 - 15.11.2018 05:00","24120","26086"
"15.11.2018 05:00 - 15.11.2018 05:30","25144","26722"
"15.11.2018 05:30 - 15.11.2018 06:00","27484","28165"
"15.11.2018 06:00 - 15.11.2018 06:30","30923","30947"
"15.11.2018 06:30 - 15.11.2018 07:00","34469","34459"
"15.11.2018 07:00 - 15.11.2018 07:30","36872","37813"
"15.11.2018 07:30 - 15.11.2018 08:00","37926","39179"
"15.11.2018 08:00 - 15.11.2018 08:30","38386","40175"
"15.11.2018 08:30 - 15.11.2018 09:00","38715","40300"
"15.11.2018 09:00 - 15.11.2018 09:30","39045","41869"
"15.11.2018 09:30 - 15.11.2018 10:00","39108","42313"
"15.11.2018 10:00 - 15.11.2018 10:30","39206","42007"
"15.11.2018 10:30 - 15.11.2018 11:00","39377","41884"
"15.11.2018 11:00 - 15.11.2018 11:30","39438","40880"
"15.11.2018 11:30 - 15.11.2018 12:00","39420","40767"
"15.11.2018 12:00 - 15.11.2018 12:30","39419","40899"
"15.11.2018 12:30 - 15.11.2018 13:00","39300","40704"
"15.11.2018 13:00 - 15.11.2018 13:30","39107","40297"
"15.11.2018 13:30 - 15.11.2018 14:00","38977","40249"
"15.11.2018 14:00 - 15.11.2018 14:30","38916","40194"
"15.11.2018 14:30 - 15.11.2018 15:00","38727","40209"
"15.11.2018 15:00 - 15.11.2018 15:30","39098","40093"
"15.11.2018 15:30 - 15.11.2018 16:00","40233","40874"
"15.11.2018 16:00 - 15.11.2018 16:30","42213","44233"
"15.11.2018 16:30 - 15.11.2018 17:00","44143","46338"
"15.11.2018 17:00 - 15.11.2018 17:30","44684","46770"
"15.11.2018 17:30 - 15.11.2018 18:00","44425","46335"
"15.11.2018 18:00 - 15.11.2018 18:30","43825","45879"
"15.11.2018 18:30 - 15.11.2018 19:00","42985","45277"
"15.11.2018 19:00 - 15.11.2018 19:30","41951","44062"
"15.11.2018 19:30 - 15.11.2018 20:00","40810","42787"
"15.11.2018 20:00 - 15.11.2018 20:30","39289","41427"
"15.11.2018 20:30 - 15.11.2018 21:00","37535","40451"
"15.11.2018 21:00 - 15.11.2018 21:30","35681","38924"
"15.11.2018 21:30 - 15.11.2018 22:00","33712","36989"
"15.11.2018 22:00 - 15.11.2018 22:30","31814","34791"
"15.11.2018 22:30 - 15.11.2018 23:00","29549","32848"
"15.11.2018 23:00 - 15.11.2018 23:30","27585","30871"
"15.11.2018 23:30 - 16.11.2018 00:00","26832","29875"
"16.11.2018 00:00 - 16.11.2018 00:30","26997","28961"
"16.11.2018 00:30 - 16.11.2018 01:00","27107","28980"
"16.11.2018 01:00 - 16.11.2018 01:30","26347","28460"
"16.11.2018 01:30 - 16.11.2018 02:00","25510","27700"
"16.11.2018 02:00 - 16.11.2018 02:30","24909","26967"
"16.11.2018 02:30 - 16.11.2018 03:00","24451","26631"
"16.11.2018 03:00 - 16.11.2018 03:30","24030","26212"
"16.11.2018 03:30 - 16.11.2018 04:00","23710","25868"
"16.11.2018 04:00 - 16.11.2018 04:30","23681","25854"
"16.11.2018 04:30 - 16.11.2018 05:00","24086","26334"
"16.11.2018 05:00 - 16.11.2018 05:30","25114","26125"
"16.11.2018 05:30 - 16.11.2018 06:00","27642","27611"
"16.11.2018 06:00 - 16.11.2018 06:30","30898","30663"
"16.11.2018 06:30 - 16.11.2018 07:00","34072","33943"
"16.11.2018 07:00 - 16.11.2018 07:30","36440","37823"
"16.11.2018 07:30 - 16.11.2018 08:00","37436","39278"
"16.11.2018 08:00 - 16.11.2018 08:30","37884","40368"
"16.11.2018 08:30 - 16.11.2018 09:00","38359","40629"
"16.11.2018 09:00 - 16.11.2018 09:30","39150","41519"
"16.11.2018 09:30 - 16.11.2018 10:00","39501","41680"
"16.11.2018 10:00 - 16.11.2018 10:30","39368","41630"
"16.11.2018 10:30 - 16.11.2018 11:00","39261","41755"
"16.11.2018 11:00 - 16.11.2018 11:30","39223","42345"
"16.11.2018 11:30 - 16.11.2018 12:00","39444","42342"
"16.11.2018 12:00 - 16.11.2018 12:30","39428","42151"
"16.11.2018 12:30 - 16.11.2018 13:00","39022","42066"
"16.11.2018 13:00 - 16.11.2018 13:30","38751","41651"
"16.11.2018 13:30 - 16.11.2018 14:00","38522","41596"
"16.11.2018 14:00 - 16.11.2018 14:30","38180","41405"
"16.11.2018 14:30 - 16.11.2018 15:00","37908","40995"
"16.11.2018 15:00 - 16.11.2018 15:30","38280","41165"
"16.11.2018 15:30 - 16.11.2018 16:00","39346","41810"
"16.11.2018 16:00 - 16.11.2018 16:30","41131","42854"
"16.11.2018 16:30 - 16.11.2018 17:00","42627","44345"
"16.11.2018 17:00 - 16.11.2018 17:30","42770","46057"
"16.11.2018 17:30 - 16.11.2018 18:00","42224","45849"
"16.11.2018 18:00 - 16.11.2018 18:30","41585","45176"
"16.11.2018 18:30 - 16.11.2018 19:00","40906","44404"
"16.11.2018 19:00 - 16.11.2018 19:30","39910","43959"
"16.11.2018 19:30 - 16.11.2018 20:00","38728","42898"
"16.11.2018 20:00 - 16.11.2018 20:30","37341","41781"
"16.11.2018 20:30 - 16.11.2018 21:00","35630","40195"
"16.11.2018 21:00 - 16.11.2018 21:30","33882","38567"
"16.11.2018 21:30 - 16.11.2018 22:00","32234","36823"
"16.11.2018 22:00 - 16.11.2018 22:30","30690","35423"
"16.11.2018 22:30 - 16.11.2018 23:00","29039","33981"
"16.11.2018 23:00 - 16.11.2018 23:30","27537","31892"
"16.11.2018 23:30 - 17.11.2018 00:00","27065","31014"
"17.11.2018 00:00 - 17.11.2018 00:30","26894","29937"
"17.11.2018 00:30 - 17.11.2018 01:00","26626","29585"
"17.11.2018 01:00 - 17.11.2018 01:30","25773","28794"
"17.11.2018 01:30 - 17.11.2018 02:00","24930","27852"
"17.11.2018 02:00 - 17.11.2018 02:30","24352","26817"
"17.11.2018 02:30 - 17.11.2018 03:00","23940","26384"
"17.11.2018 03:00 - 17.11.2018 03:30","23340","25887"
"17.11.2018 03:30 - 17.11.2018 04:00","22889","25383"
"17.11.2018 04:00 - 17.11.2018 04:30","22760","25078"
"17.11.2018 04:30 - 17.11.2018 05:00","22866","25180"
"17.11.2018 05:00 - 17.11.2018 05:30","23251","25546"
"17.11.2018 05:30 - 17.11.2018 06:00","24239","26287"
"17.11.2018 06:00 - 17.11.2018 06:30","25618","28736"
"17.11.2018 06:30 - 17.11.2018 07:00","26974","30424"
"17.11.2018 07:00 - 17.11.2018 07:30","28338","32413"
"17.11.2018 07:30 - 17.11.2018 08:00","29974","33569"
"17.11.2018 08:00 - 17.11.2018 08:30","31938","35552"
"17.11.2018 08:30 - 17.11.2018 09:00","33479","36627"
