"Time (UTC)","Day-ahead Total Load Forecast [MW] - BZN|GB","Actual Total Load [MW] - BZN|GB"
"28.01.2018 02:30 - 28.01.2018 03:00","25437","27212"
"28.01.2018 03:00 - 28.01.2018 03:30","24685","26575"
"28.01.2018 03:30 - 28.01.2018 04:00","24105","25906"
"28.01.2018 04:00 - 28.01.2018 04:30","23712","25432"
"28.01.2018 04:30 - 28.01.2018 05:00","23575","25445"
"28.01.2018 05:00 - 28.01.2018 05:30","23718","25618"
"28.01.2018 05:30 - 28.01.2018 06:00","24242","25903"
"28.01.2018 06:00 - 28.01.2018 06:30","25074","27193"
"28.01.2018 06:30 - 28.01.2018 07:00","26000","27892"
"28.01.2018 07:00 - 28.01.2018 07:30","26739","28703"
"28.01.2018 07:30 - 28.01.2018 08:00","27777","30158"
"28.01.2018 08:00 - 28.01.2018 08:30","29512","32170"
"28.01.2018 08:30 - 28.01.2018 09:00","31162","33769"
"28.01.2018 09:00 - 28.01.2018 09:30","32747","36028"
"28.01.2018 09:30 - 28.01.2018 10:00","34056","37511"
"28.01.2018 10:00 - 28.01.2018 10:30","35080","39080"
"28.01.2018 10:30 - 28.01.2018 11:00","35837","39602"
"28.01.2018 11:00 - 28.01.2018 11:30","36391","40026"
"28.01.2018 11:30 - 28.01.2018 12:00","36969","40144"
"28.01.2018 12:00 - 28.01.2018 12:30","37414","40467"
"28.01.2018 12:30 - 28.01.2018 13:00","37545","40326"
"28.01.2018 13:00 - 28.01.2018 13:30","37302","40077"
"28.01.2018 13:30 - 28.01.2018 14:00","37156","39169"
"28.01.2018 14:00 - 28.01.2018 14:30","36933","39337"
"28.01.2018 14:30 - 28.01.2018 15:00","36916","39200"
"28.01.2018 15:00 - 28.01.2018 15:30","37037","39450"
"28.01.2018 15:30 - 28.01.2018 16:00","37466","40048"
"28.01.2018 16:00 - 28.01.2018 16:30","38410","41228"
"28.01.2018 16:30 - 28.01.2018 17:00","40140","43152"
"28.01.2018 17:00 - 28.01.2018 17:30","41812","45432"
"28.01.2018 17:30 - 28.01.2018 18:00","41885","45522"
"28.01.2018 18:00 - 28.01.2018 18:30","41124","45263"
"28.01.2018 18:30 - 28.01.2018 19:00","40045","44179"
"28.01.2018 19:00 - 28.01.2018 19:30","38956","42913"
"28.01.2018 19:30 - 28.01.2018 20:00","37908","41749"
"28.01.2018 20:00 - 28.01.2018 20:30","36560","40354"
"28.01.2018 20:30 - 28.01.2018 21:00","35090","38773"
"28.01.2018 21:00 - 28.01.2018 21:30","33471","37279"
"28.01.2018 21:30 - 28.01.2018 22:00","31728","35495"
"28.01.2018 22:00 - 28.01.2018 22:30","30193","33377"
"28.01.2018 22:30 - 28.01.2018 23:00","28486","31844"
"28.01.2018 23:00 - 28.01.2018 23:30","26999","29730"
"28.01.2018 23:30 - 29.01.2018 00:00","26728","28018"
"29.01.2018 00:00 - 29.01.2018 00:30","26365","27752"
"29.01.2018 00:30 - 29.01.2018 01:00","26571","28320"
"29.01.2018 01:00 - 29.01.2018 01:30","26270","27964"
"29.01.2018 01:30 - 29.01.2018 02:00","25718","27130"
"29.01.2018 02:00 - 29.01.2018 02:30","25438","26579"
"29.01.2018 02:30 - 29.01.2018 03:00","25311","26522"
"29.01.2018 03:00 - 29.01.2018 03:30","25009","25956"
"29.01.2018 03:30 - 29.01.2018 04:00","24816","25321"
"29.01.2018 04:00 - 29.01.2018 04:30","24848","24580"
"29.01.2018 04:30 - 29.01.2018 05:00","25265","24840"
"29.01.2018 05:00 - 29.01.2018 05:30","26183","25887"
"29.01.2018 05:30 - 29.01.2018 06:00","28346","28003"
"29.01.2018 06:00 - 29.01.2018 06:30","31466","33134"
"29.01.2018 06:30 - 29.01.2018 07:00","35090","36424"
"29.01.2018 07:00 - 29.01.2018 07:30","38108","38793"
"29.01.2018 07:30 - 29.01.2018 08:00","39580","40395"
"29.01.2018 08:00 - 29.01.2018 08:30","40426","42587"
"29.01.2018 08:30 - 29.01.2018 09:00","41048","42859"
"29.01.2018 09:00 - 29.01.2018 09:30","41672","44007"
"29.01.2018 09:30 - 29.01.2018 10:00","41969","44512"
"29.01.2018 10:00 - 29.01.2018 10:30","42480","44707"
"29.01.2018 10:30 - 29.01.2018 11:00","42870","45010"
"29.01.2018 11:00 - 29.01.2018 11:30","42819","45370"
"29.01.2018 11:30 - 29.01.2018 12:00","42872","45615"
"29.01.2018 12:00 - 29.01.2018 12:30","42922","45626"
"29.01.2018 12:30 - 29.01.2018 13:00","42860","45499"
"29.01.2018 13:00 - 29.01.2018 13:30","42755","45248"
"29.01.2018 13:30 - 29.01.2018 14:00","42717","44500"
"29.01.2018 14:00 - 29.01.2018 14:30","42487","44577"
"29.01.2018 14:30 - 29.01.2018 15:00","42041","44120"
"29.01.2018 15:00 - 29.01.2018 15:30","42202","43513"
"29.01.2018 15:30 - 29.01.2018 16:00","43144","43812"
"29.01.2018 16:00 - 29.01.2018 16:30","44386","43978"
"29.01.2018 16:30 - 29.01.2018 17:00","46126","45713"
"29.01.2018 17:00 - 29.01.2018 17:30","46993","48800"
"29.01.2018 17:30 - 29.01.2018 18:00","46581","48742"
"29.01.2018 18:00 - 29.01.2018 18:30","45990","49000"
"29.01.2018 18:30 - 29.01.2018 19:00","45298","48582"
"29.01.2018 19:00 - 29.01.2018 19:30","44384","48077"
"29.01.2018 19:30 - 29.01.2018 20:00","43193","46525"
"29.01.2018 20:00 - 29.01.2018 20:30","41964","45101"
"29.01.2018 20:30 - 29.01.2018 21:00","40280","43342"
"29.01.2018 21:00 - 29.01.2018 21:30","38055","41456"
"29.01.2018 21:30 - 29.01.2018 22:00","35727","39296"
"29.01.2018 22:00 - 29.01.2018 22:30","33617","37233"
"29.01.2018 22:30 - 29.01.2018 23:00","31534","35525"
"29.01.2018 23:00 - 29.01.2018 23:30","29759","33042"
"29.01.2018 23:30 - 30.01.2018 00:00","28978","31653"
"30.01.2018 00:00 - 30.01.2018 00:30","28963","31249"
"30.01.2018 00:30 - 30.01.2018 01:00","29110","32038"
"30.01.2018 01:00 - 30.01.2018 01:30","28652","31657"
"30.01.2018 01:30 - 30.01.2018 02:00","28028","30958"
"30.01.2018 02:00 - 30.01.2018 02:30","27842","30424"
"30.01.2018 02:30 - 30.01.2018 03:00","27761","30330"
"30.01.2018 03:00 - 30.01.2018 03:30","27390","29985"
"30.01.2018 03:30 - 30.01.2018 04:00","27224","29519"
"30.01.2018 04:00 - 30.01.2018 04:30","27143","29182"
"30.01.2018 04:30 - 30.01.2018 05:00","27326","29382"
"30.01.2018 05:00 - 30.01.2018 05:30","28110","30394"
"30.01.2018 05:30 - 30.01.2018 06:00","30549","32375"
"30.01.2018 06:00 - 30.01.2018 06:30","34185","36631"
"30.01.2018 06:30 - 30.01.2018 07:00","38071","39893"
"30.01.2018 07:00 - 30.01.2018 07:30","40988","43790"
"30.01.2018 07:30 - 30.01.2018 08:00","41997","45045"
"30.01.2018 08:00 - 30.01.2018 08:30","42301","45553"
"30.01.2018 08:30 - 30.01.2018 09:00","42518","45487"
"30.01.2018 09:00 - 30.01.2018 09:30","43004","46354"
"30.01.2018 09:30 - 30.01.2018 10:00","43001","46548"
"30.01.2018 10:00 - 30.01.2018 10:30","42815","46415"
"30.01.2018 10:30 - 30.01.2018 11:00","42667","46270"
"30.01.2018 11:00 - 30.01.2018 11:30","42616","46188"
"30.01.2018 11:30 - 30.01.2018 12:00","42983","45991"
"30.01.2018 12:00 - 30.01.2018 12:30","43218","46228"
"30.01.2018 12:30 - 30.01.2018 13:00","43345","45786"
"30.01.2018 13:00 - 30.01.2018 13:30","43138","45398"
"30.01.2018 13:30 - 30.01.2018 14:00","42911","45226"
"30.01.2018 14:00 - 30.01.2018 14:30","42481","44866"
"30.01.2018 14:30 - 30.01.2018 15:00","41965","44810"
"30.01.2018 15:00 - 30.01.2018 15:30","42038","44952"
"30.01.2018 15:30 - 30.01.2018 16:00","42687","45555"
"30.01.2018 16:00 - 30.01.2018 16:30","43785","46181"
"30.01.2018 16:30 - 30.01.2018 17:00","45747","47825"
"30.01.2018 17:00 - 30.01.2018 17:30","47406","49707"
"30.01.2018 17:30 - 30.01.2018 18:00","47540","49563"
"30.01.2018 18:00 - 30.01.2018 18:30","47038","49220"
"30.01.2018 18:30 - 30.01.2018 19:00","46217","48737"
"30.01.2018 19:00 - 30.01.2018 19:30","45088","48711"
"30.01.2018 19:30 - 30.01.2018 20:00","43708","47741"
"30.01.2018 20:00 - 30.01.2018 20:30","42144","46607"
"30.01.2018 20:30 - 30.01.2018 21:00","40349","44606"
"30.01.2018 21:00 - 30.01.2018 21:30","38106","42583"
"30.01.2018 21:30 - 30.01.2018 22:00","35795","40260"
"30.01.2018 22:00 - 30.01.2018 22:30","33833","37931"
"30.01.2018 22:30 - 30.01.2018 23:00","31660","35661"
"30.01.2018 23:00 - 30.01.2018 23:30","29650","32901"
"30.01.2018 23:30 - 31.01.2018 00:00","29114","31485"
"31.01.2018 00:00 - 31.01.2018 00:30","30091","30999"
"31.01.2018 00:30 - 31.01.2018 01:00","29967","31288"
"31.01.2018 01:00 - 31.01.2018 01:30","29322","30376"
"31.01.2018 01:30 - 31.01.2018 02:00","28520","29269"
"31.01.2018 02:00 - 31.01.2018 02:30","28181","28691"
"31.01.2018 02:30 - 31.01.2018 03:00","27982","28248"
"31.01.2018 03:00 - 31.01.2018 03:30","27488","27936"
"31.01.2018 03:30 - 31.01.2018 04:00","27172","27267"
"31.01.2018 04:00 - 31.01.2018 04:30","27048","27022"
"31.01.2018 04:30 - 31.01.2018 05:00","27317","27121"
"31.01.2018 05:00 - 31.01.2018 05:30","28145","28200"
"31.01.2018 05:30 - 31.01.2018 06:00","30560","30053"
"31.01.2018 06:00 - 31.01.2018 06:30","34100","34841"
"31.01.2018 06:30 - 31.01.2018 07:00","37915","38343"
"31.01.2018 07:00 - 31.01.2018 07:30","40845","42431"
"31.01.2018 07:30 - 31.01.2018 08:00","41943","44245"
"31.01.2018 08:00 - 31.01.2018 08:30","42337","44417"
"31.01.2018 08:30 - 31.01.2018 09:00","42771","44876"
"31.01.2018 09:00 - 31.01.2018 09:30","43388","46138"
"31.01.2018 09:30 - 31.01.2018 10:00","43360","46505"
"31.01.2018 10:00 - 31.01.2018 10:30","43364","46370"
"31.01.2018 10:30 - 31.01.2018 11:00","43230","46466"
"31.01.2018 11:00 - 31.01.2018 11:30","43120","46668"
"31.01.2018 11:30 - 31.01.2018 12:00","43449","46534"
"31.01.2018 12:00 - 31.01.2018 12:30","43719","46852"
"31.01.2018 12:30 - 31.01.2018 13:00","43881","46437"
"31.01.2018 13:00 - 31.01.2018 13:30","43584","46593"
"31.01.2018 13:30 - 31.01.2018 14:00","43481","46130"
"31.01.2018 14:00 - 31.01.2018 14:30","43188","46171"
"31.01.2018 14:30 - 31.01.2018 15:00","42822","45753"
"31.01.2018 15:00 - 31.01.2018 15:30","42900","45369"
"31.01.2018 15:30 - 31.01.2018 16:00","43546","46342"
"31.01.2018 16:00 - 31.01.2018 16:30","44516","46769"
"31.01.2018 16:30 - 31.01.2018 17:00","46368","48124"
"31.01.2018 17:00 - 31.01.2018 17:30","48162","50270"
"31.01.2018 17:30 - 31.01.2018 18:00","48375","50367"
"31.01.2018 18:00 - 31.01.2018 18:30","47926","49989"
"31.01.2018 18:30 - 31.01.2018 19:00","47160","49086"
"31.01.2018 19:00 - 31.01.2018 19:30","46110","48540"
"31.01.2018 19:30 - 31.01.2018 20:00","44797","47458"
"31.01.2018 20:00 - 31.01.2018 20:30","43321","46461"
"31.01.2018 20:30 - 31.01.2018 21:00","41558","44524"
"31.01.2018 21:00 - 31.01.2018 21:30","39323","42810"
"31.01.2018 21:30 - 31.01.2018 22:00","37018","40858"
"31.01.2018 22:00 - 31.01.2018 22:30","35025","38986"
"31.01.2018 22:30 - 31.01.2018 23:00","32806","37194"
"31.01.2018 23:00 - 31.01.2018 23:30","30787","34969"
"31.01.2018 23:30 - 01.02.2018 00:00","30007","33411"
"01.02.2018 00:00 - 01.02.2018 00:30","29417","32428"
"01.02.2018 00:30 - 01.02.2018 01:00","29612","32780"
"01.02.2018 01:00 - 01.02.2018 01:30","28962","32137"
"01.02.2018 01:30 - 01.02.2018 02:00","28334","31170"
"01.02.2018 02:00 - 01.02.2018 02:30","28049","30483"
"01.02.2018 02:30 - 01.02.2018 03:00","27775","30029"
"01.02.2018 03:00 - 01.02.2018 03:30","27186","29605"
"01.02.2018 03:30 - 01.02.2018 04:00","26652","29213"
"01.02.2018 04:00 - 01.02.2018 04:30","26576","28815"
"01.02.2018 04:30 - 01.02.2018 05:00","27106","28881"
"01.02.2018 05:00 - 01.02.2018 05:30","28113","29866"
"01.02.2018 05:30 - 01.02.2018 06:00","30505","31578"
"01.02.2018 06:00 - 01.02.2018 06:30","33808","36253"
"01.02.2018 06:30 - 01.02.2018 07:00","37645","40082"
"01.02.2018 07:00 - 01.02.2018 07:30","40611","44086"
"01.02.2018 07:30 - 01.02.2018 08:00","41690","45639"
"01.02.2018 08:00 - 01.02.2018 08:30","42257","46254"
"01.02.2018 08:30 - 01.02.2018 09:00","42723","46510"
"01.02.2018 09:00 - 01.02.2018 09:30","43490","47313"
"01.02.2018 09:30 - 01.02.2018 10:00","43624","47313"
"01.02.2018 10:00 - 01.02.2018 10:30","43678","46940"
"01.02.2018 10:30 - 01.02.2018 11:00","43885","46816"
"01.02.2018 11:00 - 01.02.2018 11:30","43785","47090"
"01.02.2018 11:30 - 01.02.2018 12:00","43919","46927"
"01.02.2018 12:00 - 01.02.2018 12:30","43925","46904"
"01.02.2018 12:30 - 01.02.2018 13:00","43955","46795"
"01.02.2018 13:00 - 01.02.2018 13:30","43944","46123"
"01.02.2018 13:30 - 01.02.2018 14:00","44094","45367"
"01.02.2018 14:00 - 01.02.2018 14:30","44211","46120"
"01.02.2018 14:30 - 01.02.2018 15:00","44359","45939"
"01.02.2018 15:00 - 01.02.2018 15:30","44715","45881"
"01.02.2018 15:30 - 01.02.2018 16:00","45108","46311"
"01.02.2018 16:00 - 01.02.2018 16:30","45925","46623"
"01.02.2018 16:30 - 01.02.2018 17:00","47713","47946"
"01.02.2018 17:00 - 01.02.2018 17:30","48610","50225"
"01.02.2018 17:30 - 01.02.2018 18:00","48007","50772"
"01.02.2018 18:00 - 01.02.2018 18:30","47537","50263"
"01.02.2018 18:30 - 01.02.2018 19:00","47099","49647"
"01.02.2018 19:00 - 01.02.2018 19:30","46395","48971"
"01.02.2018 19:30 - 01.02.2018 20:00","45263","48006"
"01.02.2018 20:00 - 01.02.2018 20:30","43515","46806"
"01.02.2018 20:30 - 01.02.2018 21:00","41357","45038"
"01.02.2018 21:00 - 01.02.2018 21:30","39139","43113"
"01.02.2018 21:30 - 01.02.2018 22:00","36837","40900"
"01.02.2018 22:00 - 01.02.2018 22:30","34671","38523"
"01.02.2018 22:30 - 01.02.2018 23:00","32328","36721"
"01.02.2018 23:00 - 01.02.2018 23:30","30442","33697"
"01.02.2018 23:30 - 02.02.2018 00:00","29877","31914"
"02.02.2018 00:00 - 02.02.2018 00:30","30358","31456"
"02.02.2018 00:30 - 02.02.2018 01:00","30443","31841"
"02.02.2018 01:00 - 02.02.2018 01:30","29823","31440"
"02.02.2018 01:30 - 02.02.2018 02:00","29168","30860"
"02.02.2018 02:00 - 02.02.2018 02:30","28828","30141"
"02.02.2018 02:30 - 02.02.2018 03:00","28549","30152"
"02.02.2018 03:00 - 02.02.2018 03:30","28120","29755"
"02.02.2018 03:30 - 02.02.2018 04:00","27801","29342"
"02.02.2018 04:00 - 02.02.2018 04:30","27704","28961"
"02.02.2018 04:30 - 02.02.2018 05:00","28098","29168"
"02.02.2018 05:00 - 02.02.2018 05:30","29108","30074"
"02.02.2018 05:30 - 02.02.2018 06:00","31309","31870"
"02.02.2018 06:00 - 02.02.2018 06:30","34449","36332"
"02.02.2018 06:30 - 02.02.2018 07:00","38027","39900"
"02.02.2018 07:00 - 02.02.2018 07:30","40911","43345"
"02.02.2018 07:30 - 02.02.2018 08:00","42300","45066"
"02.02.2018 08:00 - 02.02.2018 08:30","42750","45864"
"02.02.2018 08:30 - 02.02.2018 09:00","42824","45722"
"02.02.2018 09:00 - 02.02.2018 09:30","43357","46699"
"02.02.2018 09:30 - 02.02.2018 10:00","43521","46729"
"02.02.2018 10:00 - 02.02.2018 10:30","43419","46544"
"02.02.2018 10:30 - 02.02.2018 11:00","43350","46568"
"02.02.2018 11:00 - 02.02.2018 11:30","43254","46624"
"02.02.2018 11:30 - 02.02.2018 12:00","43317","46468"
"02.02.2018 12:00 - 02.02.2018 12:30","43136","46298"
"02.02.2018 12:30 - 02.02.2018 13:00","42957","45855"
"02.02.2018 13:00 - 02.02.2018 13:30","42576","45688"
"02.02.2018 13:30 - 02.02.2018 14:00","42503","45525"
"02.02.2018 14:00 - 02.02.2018 14:30","42486","45348"
"02.02.2018 14:30 - 02.02.2018 15:00","42458","45054"
"02.02.2018 15:00 - 02.02.2018 15:30","42752","44725"
"02.02.2018 15:30 - 02.02.2018 16:00","43120","44843"
"02.02.2018 16:00 - 02.02.2018 16:30","44311","45286"
"02.02.2018 16:30 - 02.02.2018 17:00","46196","46481"
"02.02.2018 17:00 - 02.02.2018 17:30","47132","48550"
"02.02.2018 17:30 - 02.02.2018 18:00","46975","49114"
"02.02.2018 18:00 - 02.02.2018 18:30","46412","48901"
"02.02.2018 18:30 - 02.02.2018 19:00","45557","48387"
"02.02.2018 19:00 - 02.02.2018 19:30","44441","47341"
"02.02.2018 19:30 - 02.02.2018 20:00","43175","46347"
"02.02.2018 20:00 - 02.02.2018 20:30","41706","45217"
"02.02.2018 20:30 - 02.02.2018 21:00","39985","43612"
"02.02.2018 21:00 - 02.02.2018 21:30","38286","42020"
"02.02.2018 21:30 - 02.02.2018 22:00","36263","40159"
"02.02.2018 22:00 - 02.02.2018 22:30","34561","38133"
"02.02.2018 22:30 - 02.02.2018 23:00","32883","36662"
"02.02.2018 23:00 - 02.02.2018 23:30","31162","34703"
"02.02.2018 23:30 - 03.02.2018 00:00","30475","33489"
"03.02.2018 00:00 - 03.02.2018 00:30","30474","32982"
"03.02.2018 00:30 - 03.02.2018 01:00","30349","33504"
"03.02.2018 01:00 - 03.02.2018 01:30","29570","32669"
"03.02.2018 01:30 - 03.02.2018 02:00","28826","31437"
"03.02.2018 02:00 - 03.02.2018 02:30","28311","30860"
"03.02.2018 02:30 - 03.02.2018 03:00","27961","30669"
"03.02.2018 03:00 - 03.02.2018 03:30","27529","30101"
"03.02.2018 03:30 - 03.02.2018 04:00","26981","29501"
"03.02.2018 04:00 - 03.02.2018 04:30","26666","29063"
"03.02.2018 04:30 - 03.02.2018 05:00","26682","28910"
"03.02.2018 05:00 - 03.02.2018 05:30","26755","29142"
"03.02.2018 05:30 - 03.02.2018 06:00","27657","30038"
"03.02.2018 06:00 - 03.02.2018 06:30","29006","31493"
"03.02.2018 06:30 - 03.02.2018 07:00","30518","33150"
"03.02.2018 07:00 - 03.02.2018 07:30","32068","35926"
"03.02.2018 07:30 - 03.02.2018 08:00","33794","37143"
"03.02.2018 08:00 - 03.02.2018 08:30","35926","39106"
"03.02.2018 08:30 - 03.02.2018 09:00","37780","40896"
"03.02.2018 09:00 - 03.02.2018 09:30","39159","42724"
"03.02.2018 09:30 - 03.02.2018 10:00","39773","43543"
"03.02.2018 10:00 - 03.02.2018 10:30","40207","44128"
"03.02.2018 10:30 - 03.02.2018 11:00","40493","44260"
"03.02.2018 11:00 - 03.02.2018 11:30","40647","44624"
"03.02.2018 11:30 - 03.02.2018 12:00","40750","44862"
"03.02.2018 12:00 - 03.02.2018 12:30","40818","45170"
"03.02.2018 12:30 - 03.02.2018 13:00","40809","44951"
"03.02.2018 13:00 - 03.02.2018 13:30","40443","44895"
"03.02.2018 13:30 - 03.02.2018 14:00","40030","44193"
"03.02.2018 14:00 - 03.02.2018 14:30","39546","44229"
"03.02.2018 14:30 - 03.02.2018 15:00","39310","43885"
"03.02.2018 15:00 - 03.02.2018 15:30","39316","43838"
"03.02.2018 15:30 - 03.02.2018 16:00","39628","43702"
"03.02.2018 16:00 - 03.02.2018 16:30","41036","44451"
"03.02.2018 16:30 - 03.02.2018 17:00","43139","45894"
"03.02.2018 17:00 - 03.02.2018 17:30","44305","47860"
"03.02.2018 17:30 - 03.02.2018 18:00","44095","48408"
"03.02.2018 18:00 - 03.02.2018 18:30","43432","47874"
"03.02.2018 18:30 - 03.02.2018 19:00","42415","46915"
"03.02.2018 19:00 - 03.02.2018 19:30","41011","45871"
"03.02.2018 19:30 - 03.02.2018 20:00","39723","44547"
"03.02.2018 20:00 - 03.02.2018 20:30","38601","43349"
"03.02.2018 20:30 - 03.02.2018 21:00","37304","42004"
"03.02.2018 21:00 - 03.02.2018 21:30","35938","40639"
"03.02.2018 21:30 - 03.02.2018 22:00","34358","39136"
"03.02.2018 22:00 - 03.02.2018 22:30","32972","37700"
"03.02.2018 22:30 - 03.02.2018 23:00","31596","36469"
"03.02.2018 23:00 - 03.02.2018 23:30","30215","34738"
"03.02.2018 23:30 - 04.02.2018 00:00","29734","33086"
"04.02.2018 00:00 - 04.02.2018 00:30","30126","32408"
"04.02.2018 00:30 - 04.02.2018 01:00","30014","32471"
"04.02.2018 01:00 - 04.02.2018 01:30","29228","32031"
"04.02.2018 01:30 - 04.02.2018 02:00","28351","31263"
"04.02.2018 02:00 - 04.02.2018 02:30","27829","30580"
"04.02.2018 02:30 - 04.02.2018 03:00","27474","30263"
"04.02.2018 03:00 - 04.02.2018 03:30","27002","29781"
"04.02.2018 03:30 - 04.02.2018 04:00","26556","29229"
"04.02.2018 04:00 - 04.02.2018 04:30","26130","28893"
"04.02.2018 04:30 - 04.02.2018 05:00","25964","28802"
"04.02.2018 05:00 - 04.02.2018 05:30","25998","28805"
"04.02.2018 05:30 - 04.02.2018 06:00","26542","29021"
"04.02.2018 06:00 - 04.02.2018 06:30","27318","29964"
"04.02.2018 06:30 - 04.02.2018 07:00","28079","30508"
"04.02.2018 07:00 - 04.02.2018 07:30","28759","32308"
"04.02.2018 07:30 - 04.02.2018 08:00","29691","33394"
"04.02.2018 08:00 - 04.02.2018 08:30","31597","35426"
"04.02.2018 08:30 - 04.02.2018 09:00","33627","37421"
"04.02.2018 09:00 - 04.02.2018 09:30","35502","39393"
"04.02.2018 09:30 - 04.02.2018 10:00","36938","40407"
"04.02.2018 10:00 - 04.02.2018 10:30","37901","41446"
"04.02.2018 10:30 - 04.02.2018 11:00","38472","41722"
"04.02.2018 11:00 - 04.02.2018 11:30","38975","42163"
"04.02.2018 11:30 - 04.02.2018 12:00","39637","42399"
"04.02.2018 12:00 - 04.02.2018 12:30","39989","42509"
"04.02.2018 12:30 - 04.02.2018 13:00","40046","42470"
"04.02.2018 13:00 - 04.02.2018 13:30","39732","42042"
"04.02.2018 13:30 - 04.02.2018 14:00","39548","42597"
"04.02.2018 14:00 - 04.02.2018 14:30","39139","41896"
"04.02.2018 14:30 - 04.02.2018 15:00","38779","41621"
"04.02.2018 15:00 - 04.02.2018 15:30","38688","41986"
"04.02.2018 15:30 - 04.02.2018 16:00","39077","42465"
"04.02.2018 16:00 - 04.02.2018 16:30","39894","43386"
"04.02.2018 16:30 - 04.02.2018 17:00","41228","44994"
"04.02.2018 17:00 - 04.02.2018 17:30","43412","47253"
"04.02.2018 17:30 - 04.02.2018 18:00","44468","47979"
"04.02.2018 18:00 - 04.02.2018 18:30","44235","47480"
"04.02.2018 18:30 - 04.02.2018 19:00","43472","46899"
"04.02.2018 19:00 - 04.02.2018 19:30","42297","46049"
"04.02.2018 19:30 - 04.02.2018 20:00","41215","44852"
"04.02.2018 20:00 - 04.02.2018 20:30","39976","43495"
"04.02.2018 20:30 - 04.02.2018 21:00","38391","41951"
"04.02.2018 21:00 - 04.02.2018 21:30","36675","40511"
"04.02.2018 21:30 - 04.02.2018 22:00","34791","38647"
"04.02.2018 22:00 - 04.02.2018 22:30","33121","36889"
"04.02.2018 22:30 - 04.02.2018 23:00","31304","35369"
"04.02.2018 23:00 - 04.02.2018 23:30","29567","33555"
"04.02.2018 23:30 - 05.02.2018 00:00","28926","31997"
"05.02.2018 00:00 - 05.02.2018 00:30","29690","31342"
"05.02.2018 00:30 - 05.02.2018 01:00","29953","31865"
"05.02.2018 01:00 - 05.02.2018 01:30","29659","31840"
"05.02.2018 01:30 - 05.02.2018 02:00","29100","31371"
"05.02.2018 02:00 - 05.02.2018 02:30","28892","30860"
"05.02.2018 02:30 - 05.02.2018 03:00","28815","30774"
"05.02.2018 03:00 - 05.02.2018 03:30","28507","30320"
"05.02.2018 03:30 - 05.02.2018 04:00","28117","29813"
"05.02.2018 04:00 - 05.02.2018 04:30","27925","29552"
"05.02.2018 04:30 - 05.02.2018 05:00","28314","29860"
"05.02.2018 05:00 - 05.02.2018 05:30","29302","31033"
"05.02.2018 05:30 - 05.02.2018 06:00","31653","33445"
"05.02.2018 06:00 - 05.02.2018 06:30","34963","37393"
"05.02.2018 06:30 - 05.02.2018 07:00","38121","40753"
"05.02.2018 07:00 - 05.02.2018 07:30","40509","44362"
"05.02.2018 07:30 - 05.02.2018 08:00","42204","46014"
"05.02.2018 08:00 - 05.02.2018 08:30","44003","47575"
"05.02.2018 08:30 - 05.02.2018 09:00","44964","47915"
"05.02.2018 09:00 - 05.02.2018 09:30","45321","48937"
"05.02.2018 09:30 - 05.02.2018 10:00","45323","49206"
"05.02.2018 10:00 - 05.02.2018 10:30","45319","49238"
"05.02.2018 10:30 - 05.02.2018 11:00","45235","49263"
"05.02.2018 11:00 - 05.02.2018 11:30","45098","49401"
"05.02.2018 11:30 - 05.02.2018 12:00","45355","49092"
"05.02.2018 12:00 - 05.02.2018 12:30","45357","49335"
"05.02.2018 12:30 - 05.02.2018 13:00","45397","49118"
"05.02.2018 13:00 - 05.02.2018 13:30","45335","48974"
"05.02.2018 13:30 - 05.02.2018 14:00","45459","49348"
"05.02.2018 14:00 - 05.02.2018 14:30","45451","48362"
"05.02.2018 14:30 - 05.02.2018 15:00","45536","48357"
"05.02.2018 15:00 - 05.02.2018 15:30","45724","48359"
"05.02.2018 15:30 - 05.02.2018 16:00","45958","48956"
"05.02.2018 16:00 - 05.02.2018 16:30","46552","49124"
"05.02.2018 16:30 - 05.02.2018 17:00","47427","49822"
"05.02.2018 17:00 - 05.02.2018 17:30","48824","50367"
"05.02.2018 17:30 - 05.02.2018 18:00","49763","50714"
"05.02.2018 18:00 - 05.02.2018 18:30","49686","50315"
"05.02.2018 18:30 - 05.02.2018 19:00","49174","50335"
"05.02.2018 19:00 - 05.02.2018 19:30","48447","49897"
"05.02.2018 19:30 - 05.02.2018 20:00","47119","49553"
"05.02.2018 20:00 - 05.02.2018 20:30","45289","48117"
"05.02.2018 20:30 - 05.02.2018 21:00","43325","46448"
"05.02.2018 21:00 - 05.02.2018 21:30","41000","44488"
"05.02.2018 21:30 - 05.02.2018 22:00","38479","42252"
"05.02.2018 22:00 - 05.02.2018 22:30","36349","39915"
"05.02.2018 22:30 - 05.02.2018 23:00","34118","38040"
"05.02.2018 23:00 - 05.02.2018 23:30","32052","35665"
"05.02.2018 23:30 - 06.02.2018 00:00","31369","33951"
"06.02.2018 00:00 - 06.02.2018 00:30","31800","33677"
"06.02.2018 00:30 - 06.02.2018 01:00","31952","34505"
"06.02.2018 01:00 - 06.02.2018 01:30","31387","34328"
"06.02.2018 01:30 - 06.02.2018 02:00","30787","33529"
"06.02.2018 02:00 - 06.02.2018 02:30","30587","33099"
"06.02.2018 02:30 - 06.02.2018 03:00","30549","33100"
"06.02.2018 03:00 - 06.02.2018 03:30","30400","32683"
"06.02.2018 03:30 - 06.02.2018 04:00","29699","32316"
